Na,Cl,Water,Fe,Cu
0.02645305,0.00533675,0.0262015,0.09484911,0.15247885
0.02645517,0.00532879,0.02629042,0.09528141,0.15023753
0.02647495,0.00533016,0.02631892,0.09568574,0.14791553
0.02650732,0.00533954,0.0262869,0.09602959,0.14556613
0.02654961,0.00535596,0.02619475,0.09629868,0.1431521
0.02659976,0.00537815,0.02604518,0.09647081,0.1407132
0.02665777,0.00540497,0.02584237,0.0965307,0.13829368
0.02672468,0.00543501,0.02559459,0.09646714,0.13586546
0.02680527,0.0054679,0.02530331,0.09627159,0.13350116
0.02690373,0.00550248,0.0249785,0.09593226,0.13117602
0.0270259,0.00553797,0.02462871,0.09545046,0.1289609
0.02717641,0.00557339,0.02426703,0.09481261,0.12683268
0.02736465,0.00560896,0.02389579,0.09403021,0.12485511
0.02759506,0.00564398,0.02352897,0.09308791,0.12300536
0.02787243,0.00567829,0.023177,0.09199633,0.12131927
0.02819646,0.00571158,0.0228534,0.09077499,0.11982218
0.02857541,0.00574478,0.02256127,0.08940798,0.11848961
0.02900587,0.00577802,0.02231305,0.08793558,0.11735038
0.02948557,0.005812,0.02211645,0.08634329,0.11637764
0.03000485,0.00584728,0.02197853,0.08468236,0.11558288
0.03056881,0.0058857,0.02190024,0.08294043,0.11493608
0.03116545,0.00592815,0.02188464,0.08117695,0.11443208
0.03178708,0.00597593,0.02193034,0.0793814,0.11403726
0.03241908,0.00602969,0.02203171,0.07759873,0.1137299
0.03306656,0.00609161,0.02218371,0.07587325,0.1134813
0.03371552,0.00616196,0.02237571,0.07419493,0.11325293
0.03435919,0.00624111,0.02259543,0.07262132,0.11301492
0.03498537,0.00632794,0.02282631,0.07114085,0.11272686
0.03560227,0.00642351,0.02305784,0.06980088,0.11236024
0.03619969,0.00652557,0.02327178,0.06858724,0.11187449
0.03677491,0.00663209,0.0234525,0.06752361,0.11124262
0.0373205,0.00673936,0.0235844,0.06662315,0.11044766
0.03784633,0.00684654,0.02365764,0.06586746,0.10945231
0.03834549,0.00694914,0.02366047,0.06526791,0.10826199
0.03881682,0.00704364,0.0235859,0.06480406,0.1068434
0.03925455,0.0071258,0.02343238,0.06447387,0.10522345
0.03966587,0.00719417,0.02319688,0.06425583,0.1033734
0.04004369,0.00724514,0.02288433,0.06413737,0.10134206
0.04038499,0.00727665,0.02250191,0.06409683,0.09910489
0.04068333,0.00728737,0.02206463,0.06411515,0.09670477
0.04094091,0.00727703,0.02157604,0.0641701,0.09419577
0.04115019,0.00724573,0.02105487,0.06424122,0.09155711
0.04130692,0.00719453,0.0205167,0.06430615,0.08887562
0.04140635,0.00712593,0.01998293,0.06434588,0.08613076
0.04144701,0.00704068,0.01945797,0.06434093,0.083413
0.04142469,0.00694184,0.01896187,0.06427404,0.08070028
0.04133738,0.00683196,0.0185076,0.06412995,0.07805298
0.04118592,0.00671468,0.01810991,0.06389902,0.07552606
0.04096712,0.00658969,0.01776919,0.06356682,0.07309308
0.04068313,0.00645979,0.01749604,0.06313344,0.07082498
0.0403358,0.00632609,0.0172942,0.06258611,0.06869213
0.03993226,0.00619054,0.01716597,0.06193513,0.06675031
0.03946754,0.00605029,0.0171078,0.06116903,0.06496723
0.03894943,0.00590618,0.01711851,0.06030803,0.06338231
0.03838239,0.0057573,0.0171935,0.05934147,0.06196158
0.03777774,0.00560413,0.01732509,0.0582871,0.06071684
0.03712826,0.00544234,0.01750889,0.05716815,0.05964908
0.03644568,0.00527245,0.01773579,0.05597437,0.05872393
0.03573619,0.00509373,0.01799718,0.05474403,0.05794541
0.03501403,0.0049079,0.01828104,0.05346674,0.05728022
0.03427159,0.00471142,0.01858415,0.0521839,0.05672339
0.0335242,0.00450712,0.01889463,0.05088474,0.05624365
0.03278049,0.00429657,0.01920359,0.04961101,0.05583092
0.032057,0.00408416,0.0194996,0.04835127,0.05545681
0.03134837,0.00386819,0.01978093,0.04713263,0.05510665
0.03067198,0.00365389,0.02003729,0.04597913,0.0547662
0.03003757,0.00344451,0.02026237,0.04487752,0.05441269
0.02946008,0.00324531,0.02044914,0.04385853,0.05404008
0.0289359,0.00305525,0.02059731,0.04290709,0.05362981
0.02847833,0.00287915,0.02070171,0.04204577,0.05318226
0.02809264,0.00271919,0.02076051,0.04125717,0.05268282
0.02778469,0.00257824,0.02077313,0.04054801,0.05213309
0.02754865,0.00245417,0.02074023,0.0399189,0.05153899
0.02738583,0.0023485,0.02066274,0.03934862,0.05088969
0.027291,0.00226044,0.0205427,0.03883821,0.05020114
0.02725603,0.00218911,0.02038448,0.03836419,0.04946261
0.02726922,0.00213091,0.02018754,0.03792171,0.04869266
0.02731753,0.002084,0.01995606,0.03748563,0.04787844
0.02738503,0.00204538,0.0196925,0.03704832,0.04703851
0.0274534,0.00201222,0.01940196,0.0365838,0.04615606
0.02750539,0.0019807,0.01907975,0.03607981,0.04523834
0.02752102,0.00194819,0.0187293,0.03552665,0.04429228
0.02748127,0.00191203,0.01835043,0.0348988,0.04329368
0.02736972,0.00187045,0.0179466,0.03419713,0.04225697
0.02716794,0.00182091,0.01750808,0.03339745,0.04115379
0.02686276,0.00176269,0.01703714,0.03250924,0.03999949
0.02644329,0.00169527,0.01653195,0.03151023,0.03876333
0.0259082,0.00161953,0.01599661,0.03040832,0.03745093
0.0252428,0.0015345,0.01541895,0.02921874,0.03607269
0.02445224,0.00144198,0.01480394,0.02792258,0.03459832
0.02354073,0.00134337,0.01415219,0.02655476,0.03305872
0.0225273,0.00124143,0.01347267,0.02509836,0.03142603
0.02140245,0.00113586,0.01275435,0.02359649,0.02974049
0.0201906,0.00102957,0.01200836,0.0220336,0.02797744
